,Descripcion,Mililitros,Precio,Descuento,PrecioConDescuento,NombreJumbo,Nombre2,Descripcion2,Mililitros2,Precio2,Descuento2,PrecioConDescuento2,archivo1,archivo2
646,Aguardiente Nectar x 250 ml tetrabik,tetrabik,$ 10.190,- 10 %,$ 9.171,NECTAR,BLANCO,Aguardiente sin azucar blanco x 750 ml,750 ml,$ 35.300,-15 %,$ 30.005,202.0,123.0
647,Aguardiente Nectar x 250 ml tetrabik,tetrabik,$ 10.190,- 10 %,$ 9.171,NECTAR,NECTAR,Aguardiente club s/azucar NECTAR 750 Mililitro,750 Mililitro,$ 32.600,-15 %,$ 27.710,202.0,160.0
648,Aguardiente Nectar x 250 ml tetrabik,tetrabik,$ 10.190,- 10 %,$ 9.171,NECTAR,BLANCO,AGUARDIENTE SIN AZUCAR BLANCO 375 ml,375 ml,$ 19.100,-15 %,$ 16.235,202.0,189.0
649,Aguardiente Nectar x 250 ml tetrabik,tetrabik,$ 10.190,- 10 %,$ 9.171,NECTAR,NECTAR,Aguardiente media NECTAR 375 Mililitro,375 Mililitro,$ 17.600,-15 %,$ 14.960,202.0,191.0
650,Aguardiente Nectar x 250 ml tetrabik,tetrabik,$ 10.190,- 10 %,$ 9.171,NECTAR,NECTAR,Aguardiente club 500ml NECTAR 500 Mililitro,500 Mililitro,$ 21.400,-15 %,$ 18.190,202.0,212.0
651,Aguardiente Nectar x 250 ml tetrabik,tetrabik,$ 10.190,- 10 %,$ 9.171,NECTAR,BLANCO,Aguardiente fiesta 24 x 375 ml,375 ml,$ 19.300,-15 %,$ 16.405,202.0,235.0
652,Aguardiente Nectar x 250 ml tetrabik,tetrabik,$ 10.190,- 10 %,$ 9.171,NECTAR,NECTAR,Aguardiente botella NECTAR 750 Mililitro,750 Mililitro,$ 33.400,-15 %,$ 28.390,202.0,241.0
653,Tequila Corralejo reposado 100% Agave x750ml,x750ml,$ 267.990,,$ 9.171,CORRALEJO,JIMADOR,Tequila Jimador Reposado x 750 ml,750 ml,$ 104.200,-15 %,$ 88.570,203.0,92.0
654,Tequila Corralejo reposado 100% Agave x750ml,x750ml,$ 267.990,,$ 9.171,CORRALEJO,OLMECA,Tequila Olmeca Reposado OLMECA 350 ml,350 ml,$ 38.800,-15 %,$ 32.980,203.0,142.0
655,Aguardiente Nectar sin azúcar x750ml,x750ml,$ 31.990,,$ 9.171,NECTAR,ANTIOQUENO,AGUARDIENTE S/AZUCAR ANTIOQUENO 1050 ml,1050 ml,$ 58.300,0,$ 58.300,204.0,40.0
656,Aguardiente Nectar sin azúcar x750ml,x750ml,$ 31.990,,$ 9.171,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar litro x 1000 ml,1000 ml,$ 58.000,0,$ 58.000,204.0,64.0
657,Aguardiente Nectar sin azúcar x750ml,x750ml,$ 31.990,,$ 9.171,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados botella x 750 ml,750 ml,$ 38.900,0,$ 38.900,204.0,65.0
658,Aguardiente Nectar sin azúcar x750ml,x750ml,$ 31.990,,$ 9.171,NECTAR,AGUARDIENTE AMARILLO,AGUARDIENTE AMARILLO MANZANARE 750 ml,750 ml,$ 43.800,-15 %,$ 37.230,204.0,70.0
659,Aguardiente Nectar sin azúcar x750ml,x750ml,$ 31.990,,$ 9.171,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados media x 375 ml,375 ml,$ 19.800,0,$ 19.800,204.0,71.0
660,Aguardiente Nectar sin azúcar x750ml,x750ml,$ 31.990,,$ 9.171,NECTAR,BLANCO,Aguardiente fiesta 24 x 750 ml,750 ml,$ 35.900,-15 %,$ 30.515,204.0,74.0
661,Aguardiente Nectar sin azúcar x750ml,x750ml,$ 31.990,,$ 9.171,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados tetra x 1050 ml,1050 ml,$ 42.900,0,$ 42.900,204.0,82.0
662,Aguardiente Nectar sin azúcar x750ml,x750ml,$ 31.990,,$ 9.171,NECTAR,BLANCO,Aguardiente sin azucar blanco x 750 ml,750 ml,$ 35.300,-15 %,$ 30.005,204.0,123.0
663,Aguardiente Nectar sin azúcar x750ml,x750ml,$ 31.990,,$ 9.171,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar garrafa x 2000 ml,2000 ml,$ 115.200,0,$ 115.200,204.0,124.0
664,Aguardiente Nectar sin azúcar x750ml,x750ml,$ 31.990,,$ 9.171,NECTAR,ANTIOQUENO,Aguardiente botella ANTIOQUENO 750 ml,750 ml,$ 45.500,0,$ 45.500,204.0,128.0
665,Aguardiente Nectar sin azúcar x750ml,x750ml,$ 31.990,,$ 9.171,NECTAR,BLANCO,AGUARDIENTE SIN AZUCAR BLANCO 375 ml,375 ml,$ 19.100,-15 %,$ 16.235,204.0,189.0
666,Aguardiente Nectar sin azúcar x750ml,x750ml,$ 31.990,,$ 9.171,NECTAR,NECTAR,Aguardiente media NECTAR 375 Mililitro,375 Mililitro,$ 17.600,-15 %,$ 14.960,204.0,191.0
667,Aguardiente Nectar sin azúcar x750ml,x750ml,$ 31.990,,$ 9.171,NECTAR,BLANCO,Aguardiente fiesta 24 x 375 ml,375 ml,$ 19.300,-15 %,$ 16.405,204.0,235.0
668,Aguardiente Nectar sin azúcar x750ml,x750ml,$ 31.990,,$ 9.171,NECTAR,NECTAR,Aguardiente botella NECTAR 750 Mililitro,750 Mililitro,$ 33.400,-15 %,$ 28.390,204.0,241.0
669,Ron medellin 5 años extra añejo sin azucar x 375 ml,ml,$ 24.190,- 10 %,$ 21.771,MEDELLIN,MEDELLIN,Ron medellín extra añejo 5 años sin azúcar adicionada botella x 750 ml,750 ml,$ 54.900,0,$ 54.900,205.0,101.0
670,Ron medellin 5 años extra añejo sin azucar x 375 ml,ml,$ 24.190,- 10 %,$ 21.771,MEDELLIN,MEDELLIN,Ron medellín dorado media x 375 ml,375 ml,$ 23.400,0,$ 23.400,205.0,130.0
671,Ron medellin 5 años extra añejo sin azucar x 375 ml,ml,$ 24.190,- 10 %,$ 21.771,MEDELLIN,MEDELLIN,Ron medellín extra añejo 5 años sin azúcar adicionada media x 375 ml,375 ml,$ 28.800,0,$ 28.800,205.0,158.0
672,Ron medellin 5 años extra añejo sin azucar x 375 ml,ml,$ 24.190,- 10 %,$ 21.771,MEDELLIN,MEDELLIN,Ron Medellín añejo 3 años botella x 750 ml,750 ml,$ 44.900,0,$ 44.900,205.0,179.0
673,Ron medellin 5 años extra añejo sin azucar x 375 ml,ml,$ 24.190,- 10 %,$ 21.771,MEDELLIN,MEDELLIN,Ron Medellín extra añejo 8 años media x 375 ml,375 ml,$ 38.300,0,$ 38.300,205.0,186.0
674,Tequila Cazadores Reposado botella x700ml,x700ml,$ 118.990,,$ 21.771,CAZADORES,GRAN CENTENARIO,TEQUILA REPOSADO GRAN CENTENARIO 700 ml,700 ml,$ 107.000,-15 %,$ 90.950,206.0,58.0
675,Tequila Cazadores Reposado botella x700ml,x700ml,$ 118.990,,$ 21.771,CAZADORES,JIMADOR,Tequila Jimador Reposado x 750 ml,750 ml,$ 104.200,-15 %,$ 88.570,206.0,92.0
676,Tequila Cazadores Reposado botella x700ml,x700ml,$ 118.990,,$ 21.771,CAZADORES,OLMECA,Tequila Olmeca Reposado OLMECA 350 ml,350 ml,$ 38.800,-15 %,$ 32.980,206.0,142.0
677,Tequila Cazadores Reposado botella x700ml,x700ml,$ 118.990,,$ 21.771,CAZADORES,OLMECA,Altos Reposado OLMECA 700 ml,700 ml,$ 189.900,-15 %,$ 161.415,206.0,225.0
678,Tequila Cazadores Reposado botella x700ml,x700ml,$ 118.990,,$ 21.771,CAZADORES,JIMADOR,Tequila Reposado JIMADOR 700 ml,700 ml,$ 121.000,-15 %,$ 102.850,206.0,230.0
679,Ron Medellin dorado botella x 375 ml,ml,$ 20.490,,$ 21.771,MEDELLIN,MEDELLIN,Ron medellín extra añejo 5 años sin azúcar adicionada botella x 750 ml,750 ml,$ 54.900,0,$ 54.900,207.0,101.0
680,Ron Medellin dorado botella x 375 ml,ml,$ 20.490,,$ 21.771,MEDELLIN,MEDELLIN,Ron medellín dorado media x 375 ml,375 ml,$ 23.400,0,$ 23.400,207.0,130.0
681,Ron Medellin dorado botella x 375 ml,ml,$ 20.490,,$ 21.771,MEDELLIN,MEDELLIN,Ron medellín dorado botella x 750 ml,750 ml,$ 46.100,0,$ 46.100,207.0,141.0
682,Ron Medellin dorado botella x 375 ml,ml,$ 20.490,,$ 21.771,MEDELLIN,MEDELLIN,Ron Medellín añejo 3 años botella x 750 ml,750 ml,$ 44.900,0,$ 44.900,207.0,179.0
683,Ron Medellin dorado botella x 375 ml,ml,$ 20.490,,$ 21.771,MEDELLIN,MEDELLIN,Ron Medellín extra añejo 8 años media x 375 ml,375 ml,$ 38.300,0,$ 38.300,207.0,186.0
684,Ron Santafé nido de condores 12 años botella x 750 ml,ml,$ 133.990,- 10 %,$ 120.591,SANTAFE,MEDELLIN,Ron medellín dorado botella x 750 ml,750 ml,$ 46.100,0,$ 46.100,208.0,141.0
685,Ron Santafé nido de condores 12 años botella x 750 ml,ml,$ 133.990,- 10 %,$ 120.591,SANTAFE,MEDELLIN,Ron Medellín añejo 3 años botella x 750 ml,750 ml,$ 44.900,0,$ 44.900,208.0,179.0
686,Aguardiente Nectar club sin azúcar x 500 ml,ml,$ 20.590,,$ 120.591,NECTAR,ANTIOQUENO,AGUARDIENTE S/AZUCAR ANTIOQUENO 1050 ml,1050 ml,$ 58.300,0,$ 58.300,211.0,40.0
687,Aguardiente Nectar club sin azúcar x 500 ml,ml,$ 20.590,,$ 120.591,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar litro x 1000 ml,1000 ml,$ 58.000,0,$ 58.000,211.0,64.0
688,Aguardiente Nectar club sin azúcar x 500 ml,ml,$ 20.590,,$ 120.591,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados botella x 750 ml,750 ml,$ 38.900,0,$ 38.900,211.0,65.0
689,Aguardiente Nectar club sin azúcar x 500 ml,ml,$ 20.590,,$ 120.591,NECTAR,AGUARDIENTE AMARILLO,AGUARDIENTE AMARILLO MANZANARE 750 ml,750 ml,$ 43.800,-15 %,$ 37.230,211.0,70.0
690,Aguardiente Nectar club sin azúcar x 500 ml,ml,$ 20.590,,$ 120.591,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados media x 375 ml,375 ml,$ 19.800,0,$ 19.800,211.0,71.0
691,Aguardiente Nectar club sin azúcar x 500 ml,ml,$ 20.590,,$ 120.591,NECTAR,BLANCO,Aguardiente fiesta 24 x 750 ml,750 ml,$ 35.900,-15 %,$ 30.515,211.0,74.0
692,Aguardiente Nectar club sin azúcar x 500 ml,ml,$ 20.590,,$ 120.591,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados tetra x 1050 ml,1050 ml,$ 42.900,0,$ 42.900,211.0,82.0
693,Aguardiente Nectar club sin azúcar x 500 ml,ml,$ 20.590,,$ 120.591,NECTAR,BLANCO,Aguardiente sin azucar blanco x 750 ml,750 ml,$ 35.300,-15 %,$ 30.005,211.0,123.0
694,Aguardiente Nectar club sin azúcar x 500 ml,ml,$ 20.590,,$ 120.591,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar garrafa x 2000 ml,2000 ml,$ 115.200,0,$ 115.200,211.0,124.0
695,Aguardiente Nectar club sin azúcar x 500 ml,ml,$ 20.590,,$ 120.591,NECTAR,BLANCO,AGUARDIENTE SIN AZUCAR BLANCO 375 ml,375 ml,$ 19.100,-15 %,$ 16.235,211.0,189.0
696,Aguardiente Nectar club sin azúcar x 500 ml,ml,$ 20.590,,$ 120.591,NECTAR,BLANCO,Aguardiente fiesta 24 x 375 ml,375 ml,$ 19.300,-15 %,$ 16.405,211.0,235.0
697,Ron barcelo anejo botella x 750 ml,ml,$ 87.990,,$ 120.591,BARCELO,VIEJO DE CALDAS,RON ROBLE BLANCO VIEJO DE CALDAS 750 ml,750 ml,$ 40.800,0,$ 40.800,212.0,104.0
698,Ron barcelo anejo botella x 750 ml,ml,$ 87.990,,$ 120.591,BARCELO,BACARDI,RON ANEJO BACARDI 750 ml,750 ml,$ 47.500,-15 %,$ 40.375,212.0,134.0
699,Ron barcelo anejo botella x 750 ml,ml,$ 87.990,,$ 120.591,BARCELO,MEDELLIN,Ron medellín dorado botella x 750 ml,750 ml,$ 46.100,0,$ 46.100,212.0,141.0
700,Ron barcelo anejo botella x 750 ml,ml,$ 87.990,,$ 120.591,BARCELO,MEDELLIN,Ron Medellín añejo 3 años botella x 750 ml,750 ml,$ 44.900,0,$ 44.900,212.0,179.0
701,Ron barcelo anejo botella x 750 ml,ml,$ 87.990,,$ 120.591,BARCELO,BACARDI,RON LIMON BLLA BACARDI 750 ml,750 ml,$ 47.000,-15 %,$ 39.950,212.0,182.0
702,Ron barcelo anejo botella x 750 ml,ml,$ 87.990,,$ 120.591,BARCELO,BARCELO,Ron Dominicano Barcelo Imperial Botella x 700ml,x 700ml,$ 149.900,-15 %,$ 127.415,212.0,215.0
703,Ron Bacardi Superior botella x375 ml,ml,$ 33.990,- 20 %,$ 27.192,BACARDI,MEDELLIN,Ron medellín dorado botella x 750 ml,750 ml,$ 46.100,0,$ 46.100,214.0,141.0
704,Aguardiente Nectar club x 250ml,250ml,$ 10.390,,$ 27.192,NECTAR,ANTIOQUENO,AGUARDIENTE S/AZUCAR ANTIOQUENO 1050 ml,1050 ml,$ 58.300,0,$ 58.300,215.0,40.0
705,Aguardiente Nectar club x 250ml,250ml,$ 10.390,,$ 27.192,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar litro x 1000 ml,1000 ml,$ 58.000,0,$ 58.000,215.0,64.0
706,Aguardiente Nectar club x 250ml,250ml,$ 10.390,,$ 27.192,NECTAR,AGUARDIENTE AMARILLO,AGUARDIENTE AMARILLO MANZANARE 750 ml,750 ml,$ 43.800,-15 %,$ 37.230,215.0,70.0
707,Aguardiente Nectar club x 250ml,250ml,$ 10.390,,$ 27.192,NECTAR,BLANCO,Aguardiente fiesta 24 x 750 ml,750 ml,$ 35.900,-15 %,$ 30.515,215.0,74.0
708,Aguardiente Nectar club x 250ml,250ml,$ 10.390,,$ 27.192,NECTAR,NECTAR,Aguardiente club s/azucar NECTAR 250 Mililitro,250 Mililitro,$ 10.700,-15 %,$ 9.095,215.0,121.0
709,Aguardiente Nectar club x 250ml,250ml,$ 10.390,,$ 27.192,NECTAR,BLANCO,Aguardiente sin azucar blanco x 750 ml,750 ml,$ 35.300,-15 %,$ 30.005,215.0,123.0
710,Aguardiente Nectar club x 250ml,250ml,$ 10.390,,$ 27.192,NECTAR,BLANCO,AGUARDIENTE SIN AZUCAR BLANCO 375 ml,375 ml,$ 19.100,-15 %,$ 16.235,215.0,189.0
711,Aguardiente Nectar club x 250ml,250ml,$ 10.390,,$ 27.192,NECTAR,NECTAR,Aguardiente media NECTAR 375 Mililitro,375 Mililitro,$ 17.600,-15 %,$ 14.960,215.0,191.0
712,Aguardiente Nectar club x 250ml,250ml,$ 10.390,,$ 27.192,NECTAR,NECTAR,Aguardiente club 500ml NECTAR 500 Mililitro,500 Mililitro,$ 21.400,-15 %,$ 18.190,215.0,212.0
713,Aguardiente Nectar club x 250ml,250ml,$ 10.390,,$ 27.192,NECTAR,BLANCO,Aguardiente fiesta 24 x 375 ml,375 ml,$ 19.300,-15 %,$ 16.405,215.0,235.0
714,Aguardiente Nectar club x 250ml,250ml,$ 10.390,,$ 27.192,NECTAR,NECTAR,Aguardiente botella NECTAR 750 Mililitro,750 Mililitro,$ 33.400,-15 %,$ 28.390,215.0,241.0
715,Whisky William Lawson´S botella x700ml,x700ml,$ 55.990,,$ 27.192,WILLIAM LAWSON'S,GRAJALES,Crema De Whisky Grajales Botella x 750 ml,750 ml,$ 42.950,-15 %,$ 36.508,217.0,132.0
716,Aguardiente Nectar azul sin azúcar x 750 ml,ml,$ 34.990,,$ 27.192,NECTAR,ANTIOQUENO,AGUARDIENTE S/AZUCAR ANTIOQUENO 1050 ml,1050 ml,$ 58.300,0,$ 58.300,218.0,40.0
717,Aguardiente Nectar azul sin azúcar x 750 ml,ml,$ 34.990,,$ 27.192,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar litro x 1000 ml,1000 ml,$ 58.000,0,$ 58.000,218.0,64.0
718,Aguardiente Nectar azul sin azúcar x 750 ml,ml,$ 34.990,,$ 27.192,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados botella x 750 ml,750 ml,$ 38.900,0,$ 38.900,218.0,65.0
719,Aguardiente Nectar azul sin azúcar x 750 ml,ml,$ 34.990,,$ 27.192,NECTAR,AGUARDIENTE AMARILLO,AGUARDIENTE AMARILLO MANZANARE 750 ml,750 ml,$ 43.800,-15 %,$ 37.230,218.0,70.0
720,Aguardiente Nectar azul sin azúcar x 750 ml,ml,$ 34.990,,$ 27.192,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados media x 375 ml,375 ml,$ 19.800,0,$ 19.800,218.0,71.0
721,Aguardiente Nectar azul sin azúcar x 750 ml,ml,$ 34.990,,$ 27.192,NECTAR,BLANCO,Aguardiente fiesta 24 x 750 ml,750 ml,$ 35.900,-15 %,$ 30.515,218.0,74.0
722,Aguardiente Nectar azul sin azúcar x 750 ml,ml,$ 34.990,,$ 27.192,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados tetra x 1050 ml,1050 ml,$ 42.900,0,$ 42.900,218.0,82.0
723,Aguardiente Nectar azul sin azúcar x 750 ml,ml,$ 34.990,,$ 27.192,NECTAR,BLANCO,Aguardiente sin azucar blanco x 750 ml,750 ml,$ 35.300,-15 %,$ 30.005,218.0,123.0
724,Aguardiente Nectar azul sin azúcar x 750 ml,ml,$ 34.990,,$ 27.192,NECTAR,ANTIOQUENO,Aguardiente antioqueño sin azúcar garrafa x 2000 ml,2000 ml,$ 115.200,0,$ 115.200,218.0,124.0
725,Aguardiente Nectar azul sin azúcar x 750 ml,ml,$ 34.990,,$ 27.192,NECTAR,ANTIOQUENO,Aguardiente botella ANTIOQUENO 750 ml,750 ml,$ 45.500,0,$ 45.500,218.0,128.0
726,Aguardiente Nectar azul sin azúcar x 750 ml,ml,$ 34.990,,$ 27.192,NECTAR,BLANCO,AGUARDIENTE SIN AZUCAR BLANCO 375 ml,375 ml,$ 19.100,-15 %,$ 16.235,218.0,189.0
727,Aguardiente Nectar azul sin azúcar x 750 ml,ml,$ 34.990,,$ 27.192,NECTAR,BLANCO,Aguardiente fiesta 24 x 375 ml,375 ml,$ 19.300,-15 %,$ 16.405,218.0,235.0
728,Aguardiente Nectar azul sin azúcar x 750 ml,ml,$ 34.990,,$ 27.192,NECTAR,NECTAR,Aguardiente botella NECTAR 750 Mililitro,750 Mililitro,$ 33.400,-15 %,$ 28.390,218.0,241.0
729,Aguardiente Nectar x750ml,x750ml,$ 30.990,- 10 %,$ 27.891,NECTAR,ANTIOQUENO,AGUARDIENTE S/AZUCAR ANTIOQUENO 1050 ml,1050 ml,$ 58.300,0,$ 58.300,220.0,40.0
730,Aguardiente Nectar x750ml,x750ml,$ 30.990,- 10 %,$ 27.891,NECTAR,AGUARDIENTE AMARILLO,AGUARDIENTE AMARILLO MANZANARE 750 ml,750 ml,$ 43.800,-15 %,$ 37.230,220.0,70.0
731,Aguardiente Nectar x750ml,x750ml,$ 30.990,- 10 %,$ 27.891,NECTAR,BLANCO,Aguardiente fiesta 24 x 750 ml,750 ml,$ 35.900,-15 %,$ 30.515,220.0,74.0
732,Aguardiente Nectar x750ml,x750ml,$ 30.990,- 10 %,$ 27.891,NECTAR,NECTAR,Aguardiente club s/azucar NECTAR 375 Mililitro,375 Mililitro,$ 16.000,-15 %,$ 13.600,220.0,77.0
733,Aguardiente Nectar x750ml,x750ml,$ 30.990,- 10 %,$ 27.891,NECTAR,NECTAR,Aguardiente club s/azucar NECTAR 250 Mililitro,250 Mililitro,$ 10.700,-15 %,$ 9.095,220.0,121.0
734,Aguardiente Nectar x750ml,x750ml,$ 30.990,- 10 %,$ 27.891,NECTAR,BLANCO,Aguardiente sin azucar blanco x 750 ml,750 ml,$ 35.300,-15 %,$ 30.005,220.0,123.0
735,Aguardiente Nectar x750ml,x750ml,$ 30.990,- 10 %,$ 27.891,NECTAR,ANTIOQUENO,Aguardiente botella ANTIOQUENO 750 ml,750 ml,$ 45.500,0,$ 45.500,220.0,128.0
736,Aguardiente Nectar x750ml,x750ml,$ 30.990,- 10 %,$ 27.891,NECTAR,NECTAR,Aguardiente club s/azucar NECTAR 750 Mililitro,750 Mililitro,$ 32.600,-15 %,$ 27.710,220.0,160.0
737,Aguardiente Nectar x750ml,x750ml,$ 30.990,- 10 %,$ 27.891,NECTAR,BLANCO,AGUARDIENTE SIN AZUCAR BLANCO 375 ml,375 ml,$ 19.100,-15 %,$ 16.235,220.0,189.0
738,Aguardiente Nectar x750ml,x750ml,$ 30.990,- 10 %,$ 27.891,NECTAR,NECTAR,Aguardiente media NECTAR 375 Mililitro,375 Mililitro,$ 17.600,-15 %,$ 14.960,220.0,191.0
739,Aguardiente Nectar x750ml,x750ml,$ 30.990,- 10 %,$ 27.891,NECTAR,NECTAR,Aguardiente club 500ml NECTAR 500 Mililitro,500 Mililitro,$ 21.400,-15 %,$ 18.190,220.0,212.0
740,Aguardiente Nectar x750ml,x750ml,$ 30.990,- 10 %,$ 27.891,NECTAR,BLANCO,Aguardiente fiesta 24 x 375 ml,375 ml,$ 19.300,-15 %,$ 16.405,220.0,235.0
741,Aguardiente Nectar x750ml,x750ml,$ 30.990,- 10 %,$ 27.891,NECTAR,NECTAR,Aguardiente botella NECTAR 750 Mililitro,750 Mililitro,$ 33.400,-15 %,$ 28.390,220.0,241.0
742,Ron Añejo Cacique Botella x 750 ml,ml,$ 82.990,,$ 27.891,CACIQUE,BACARDI,RON ANEJO BACARDI 750 ml,750 ml,$ 47.500,-15 %,$ 40.375,222.0,134.0
743,Ron Añejo Cacique Botella x 750 ml,ml,$ 82.990,,$ 27.891,CACIQUE,MEDELLIN,Ron medellín dorado botella x 750 ml,750 ml,$ 46.100,0,$ 46.100,222.0,141.0
744,Ron Añejo Cacique Botella x 750 ml,ml,$ 82.990,,$ 27.891,CACIQUE,MEDELLIN,Ron Medellín añejo 3 años botella x 750 ml,750 ml,$ 44.900,0,$ 44.900,222.0,179.0
745,Aguardiente Origen Botella x750 ml,ml,$ 36.990,,$ 27.891,ORIGEN,ANTIOQUENO,AGUARDIENTE S/AZUCAR ANTIOQUENO 1050 ml,1050 ml,$ 58.300,0,$ 58.300,223.0,40.0
746,Aguardiente Origen Botella x750 ml,ml,$ 36.990,,$ 27.891,ORIGEN,ANTIOQUENO,Aguardiente antioqueño sin azúcar 24 grados botella x 750 ml,750 ml,$ 38.900,0,$ 38.900,223.0,65.0
747,Aguardiente Origen Botella x750 ml,ml,$ 36.990,,$ 27.891,ORIGEN,AGUARDIENTE AMARILLO,AGUARDIENTE AMARILLO MANZANARE 750 ml,750 ml,$ 43.800,-15 %,$ 37.230,223.0,70.0
748,Aguardiente Origen Botella x750 ml,ml,$ 36.990,,$ 27.891,ORIGEN,BLANCO,Aguardiente fiesta 24 x 750 ml,750 ml,$ 35.900,-15 %,$ 30.515,223.0,74.0
749,Aguardiente Origen Botella x750 ml,ml,$ 36.990,,$ 27.891,ORIGEN,BLANCO,Aguardiente sin azucar blanco x 750 ml,750 ml,$ 35.300,-15 %,$ 30.005,223.0,123.0
750,Aguardiente Origen Botella x750 ml,ml,$ 36.990,,$ 27.891,ORIGEN,ANTIOQUENO,Aguardiente botella ANTIOQUENO 750 ml,750 ml,$ 45.500,0,$ 45.500,223.0,128.0
751,Aguardiente Origen Botella x750 ml,ml,$ 36.990,,$ 27.891,ORIGEN,GRAJALES,Crema De Whisky Grajales Botella x 750 ml,750 ml,$ 42.950,-15 %,$ 36.508,223.0,132.0
752,Aguardiente Origen Botella x750 ml,ml,$ 36.990,,$ 27.891,ORIGEN,MEDELLIN,Ron medellín dorado botella x 750 ml,750 ml,$ 46.100,0,$ 46.100,223.0,141.0
753,Aguardiente Origen Botella x750 ml,ml,$ 36.990,,$ 27.891,ORIGEN,BLANCO,AGUARDIENTE SIN AZUCAR BLANCO 375 ml,375 ml,$ 19.100,-15 %,$ 16.235,223.0,189.0
754,Aguardiente Origen Botella x750 ml,ml,$ 36.990,,$ 27.891,ORIGEN,BLANCO,Aguardiente fiesta 24 x 375 ml,375 ml,$ 19.300,-15 %,$ 16.405,223.0,235.0
755,Aguardiente Origen Botella x750 ml,ml,$ 36.990,,$ 27.891,ORIGEN,NECTAR,Aguardiente botella NECTAR 750 Mililitro,750 Mililitro,$ 33.400,-15 %,$ 28.390,223.0,241.0
756,Ron Viejo De Caldas Tradicional tetra x250ml,x250ml,$ 15.590,,$ 20.590,VIEJO DE CALDAS,VIEJO DE CALDAS,RON TETRA CUARTO VIEJO DE CALDAS 250 ml,250 ml,$ 14.800,0,$ 14.800,225.0,202.0
757,Ron Havana Club Añejo 7 Años x700ml,x700ml,$ 102.890,,$ 20.590,HAVANA CLUB,MEDELLIN,Ron medellín añejo 3 años litro x 1000 ml,1000 ml,$ 62.400,0,$ 62.400,226.0,94.0
758,Ron Medellín Añejo 8 años x375ml,x375ml,$ 37.590,- 10 %,$ 33.831,MEDELLIN,MEDELLIN,Ron medellín añejo 3 años litro x 1000 ml,1000 ml,$ 62.400,0,$ 62.400,227.0,94.0
759,Ron Medellín Añejo 8 años x375ml,x375ml,$ 37.590,- 10 %,$ 33.831,MEDELLIN,MEDELLIN,Ron medellín dorado media x 375 ml,375 ml,$ 23.400,0,$ 23.400,227.0,130.0
760,Ron Medellín Añejo 8 años x375ml,x375ml,$ 37.590,- 10 %,$ 33.831,MEDELLIN,MEDELLIN,Ron medellín dorado botella x 750 ml,750 ml,$ 46.100,0,$ 46.100,227.0,141.0
761,Ron Medellín Añejo 8 años x375ml,x375ml,$ 37.590,- 10 %,$ 33.831,MEDELLIN,MEDELLIN,Ron medellín extra añejo 5 años sin azúcar adicionada media x 375 ml,375 ml,$ 28.800,0,$ 28.800,227.0,158.0
762,Ron Medellín Añejo 8 años x375ml,x375ml,$ 37.590,- 10 %,$ 33.831,MEDELLIN,MEDELLIN,Ron Medellín añejo 3 años botella x 750 ml,750 ml,$ 44.900,0,$ 44.900,227.0,179.0
763,Ron Medellín Añejo 8 años x375ml,x375ml,$ 37.590,- 10 %,$ 33.831,MEDELLIN,MEDELLIN,Ron Medellín extra añejo 8 años media x 375 ml,375 ml,$ 38.300,0,$ 38.300,227.0,186.0
764,Whisky iwai blended x750ml,x750ml,$ 329.990,,$ 33.831,IWAI,BUCHANAN S,Whisky Buchanans Deluxe x 750 ml,750 ml,$ 157.500,$ 153.000,$ 153.000,228.0,27.0
765,Aguardiente cristal sin azucarx750cm3,azucarx750cm3,$ 28.990,,$ 33.831,CRISTAL,ANTIOQUENO,Aguardiente antioqueño sin azúcar litro x 1000 ml,1000 ml,$ 58.000,0,$ 58.000,229.0,64.0
766,Aguardiente cristal sin azucarx750cm3,azucarx750cm3,$ 28.990,,$ 33.831,CRISTAL,BLANCO,Aguardiente fiesta 24 x 750 ml,750 ml,$ 35.900,-15 %,$ 30.515,229.0,74.0
767,Aguardiente cristal sin azucarx750cm3,azucarx750cm3,$ 28.990,,$ 33.831,CRISTAL,NECTAR,Aguardiente club s/azucar NECTAR 375 Mililitro,375 Mililitro,$ 16.000,-15 %,$ 13.600,229.0,77.0
